Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Level ID,Reference
"=""2s2.2p3.(4S*).23d""","=""3D*""","=""1""",3,"=""""","=""13.59239""","=""""","=""""","=""008001.000239""","="""""
"=""2s2.2p3.(4S*).25s""","=""3S*""","=""1""",3,"=""""","=""13.59458""","=""""","=""""","=""008001.000240""","="""""
"=""2s2.2p3.(4S*).24d""","=""3D*""","=""3""",7,"=""""","=""13.59458""","=""""","=""""","=""008001.000241""","="""""
"=""2s2.2p3.(4S*).24d""","=""3D*""","=""2""",5,"=""""","=""13.59458""","=""""","=""""","=""008001.000242""","="""""
"=""2s2.2p3.(4S*).24d""","=""3D*""","=""1""",3,"=""""","=""13.59458""","=""""","=""""","=""008001.000243""","="""""
"=""2s2.2p3.(4S*).26s""","=""3S*""","=""1""",3,"=""""","=""13.59628""","=""""","=""""","=""008001.000244""","="""""
"=""2s2.2p3.(4S*).25d""","=""3D*""","=""3""",7,"=""""","=""13.59628""","=""""","=""""","=""008001.000245""","="""""
"=""2s2.2p3.(4S*).25d""","=""3D*""","=""2""",5,"=""""","=""13.59628""","=""""","=""""","=""008001.000246""","="""""
"=""2s2.2p3.(4S*).25d""","=""3D*""","=""1""",3,"=""""","=""13.59628""","=""""","=""""","=""008001.000247""","="""""
"=""2s2.2p3.(4S*).27s""","=""3S*""","=""1""",3,"=""""","=""13.59778""","=""""","=""""","=""008001.000248""","="""""
"=""2s2.2p3.(4S*).26d""","=""3D*""","=""3""",7,"=""""","=""13.59778""","=""""","=""""","=""008001.000249""","="""""
"=""2s2.2p3.(4S*).26d""","=""3D*""","=""2""",5,"=""""","=""13.59778""","=""""","=""""","=""008001.000250""","="""""
"=""2s2.2p3.(4S*).26d""","=""3D*""","=""1""",3,"=""""","=""13.59778""","=""""","=""""","=""008001.000251""","="""""
"=""2s2.2p3.(4S*).28s""","=""3S*""","=""1""",3,"=""""","=""13.59936""","=""""","=""""","=""008001.000252""","="""""
"=""2s2.2p3.(4S*).27d""","=""3D*""","=""3""",7,"=""""","=""13.59936""","=""""","=""""","=""008001.000253""","="""""
"=""2s2.2p3.(4S*).27d""","=""3D*""","=""2""",5,"=""""","=""13.59936""","=""""","=""""","=""008001.000254""","="""""
"=""2s2.2p3.(4S*).27d""","=""3D*""","=""1""",3,"=""""","=""13.59936""","=""""","=""""","=""008001.000255""","="""""
"=""2s2.2p3.(4S*).29s""","=""3S*""","=""1""",3,"=""""","=""13.60056""","=""""","=""""","=""008001.000256""","="""""
"=""2s2.2p3.(4S*).28d""","=""3D*""","=""3""",7,"=""""","=""13.60056""","=""""","=""""","=""008001.000257""","="""""
"=""2s2.2p3.(4S*).28d""","=""3D*""","=""2""",5,"=""""","=""13.60056""","=""""","=""""","=""008001.000258""","="""""
"=""2s2.2p3.(4S*).28d""","=""3D*""","=""1""",3,"=""""","=""13.60056""","=""""","=""""","=""008001.000259""","="""""
"=""2s2.2p3.(4S*).30s""","=""3S*""","=""1""",3,"=""""","=""13.60174""","=""""","=""""","=""008001.000260""","="""""
"=""2s2.2p3.(4S*).29d""","=""3D*""","=""3""",7,"=""""","=""13.60174""","=""""","=""""","=""008001.000261""","="""""
"=""2s2.2p3.(4S*).29d""","=""3D*""","=""2""",5,"=""""","=""13.60174""","=""""","=""""","=""008001.000262""","="""""
