Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Level ID,Reference
"=""2s2.2p.4d""","=""3P*""","=""0""",1,"=""""","=""26.132949""","=""""","=""""","=""007002.000082""","="""""
"=""2s2.2p.(2P*<1/2>).4f""","=""2[5/2]""","=""3""",7,"=""""","=""26.164394""","=""""","=""""","=""007002.000083""","="""""
"=""2s2.2p.(2P*<1/2>).4f""","=""2[5/2]""","=""2""",5,"=""""","=""26.164749""","=""""","=""""","=""007002.000084""","="""""
"=""2s2.2p.(2P*<1/2>).4f""","=""2[7/2]""","=""3""",7,"=""""","=""26.167641""","=""""","=""""","=""007002.000085""","="""""
"=""2s2.2p.(2P*<1/2>).4f""","=""2[7/2]""","=""4""",9,"=""""","=""26.168135""","=""""","=""""","=""007002.000086""","="""""
"=""2s2.2p.4d""","=""1F*""","=""3""",7,"=""""","=""26.173514""","=""""","=""""","=""007002.000087""","="""""
"=""2s2.2p.(2P*<3/2>).4f""","=""2[7/2]""","=""3""",7,"=""""","=""26.196278""","=""""","=""""","=""007002.000088""","="""""
"=""2s2.2p.(2P*<3/2>).4f""","=""2[7/2]""","=""4""",9,"=""""","=""26.197223""","=""""","=""""","=""007002.000089""","="""""
"=""2s2.2p.4d""","=""1P*""","=""1""",3,"=""""","=""26.202344""","=""""","=""""","=""007002.000090""","="""""
"=""2s2.2p.(2P*<3/2>).4f""","=""2[9/2]""","=""5""",11,"=""""","=""26.209014""","=""""","=""""","=""007002.000091""","="""""
"=""2s2.2p.(2P*<3/2>).4f""","=""2[9/2]""","=""4""",9,"=""""","=""26.210511""","=""""","=""""","=""007002.000092""","="""""
"=""2s2.2p.(2P*<3/2>).4f""","=""2[5/2]""","=""3""",7,"=""""","=""26.211558""","=""""","=""""","=""007002.000093""","="""""
"=""2s2.2p.(2P*<3/2>).4f""","=""2[5/2]""","=""2""",5,"=""""","=""26.212139""","=""""","=""""","=""007002.000094""","="""""
"=""2s2.2p.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",3,"=""""","=""26.220994""","=""""","=""""","=""007002.000095""","="""""
"=""2s2.2p.(2P*<3/2>).4f""","=""2[3/2]""","=""2""",5,"=""""","=""26.221455""","=""""","=""""","=""007002.000096""","="""""
"=""2s.2p2.(4P).3s""","=""3P""","=""0""",1,"=""""","=""26.253573""","=""""","=""""","=""007002.000097""","="""""
"=""2s.2p2.(4P).3s""","=""3P""","=""1""",3,"=""""","=""26.257305""","=""""","=""""","=""007002.000098""","="""""
"=""2s.2p2.(4P).3s""","=""3P""","=""2""",5,"=""""","=""26.263284""","=""""","=""""","=""007002.000099""","="""""
"=""2s2.2p.5s""","=""3P*""","=""0""",1,"=""""","=""26.558898""","=""""","=""""","=""007002.000100""","="""""
"=""2s2.2p.5s""","=""3P*""","=""1""",3,"=""""","=""26.564568""","=""""","=""""","=""007002.000101""","="""""
"=""2s2.2p.5s""","=""3P*""","=""2""",5,"=""""","=""26.580245""","=""""","=""""","=""007002.000102""","="""""
"=""2s2.2p.5s""","=""1P*""","=""1""",3,"=""""","=""26.635424""","=""""","=""""","=""007002.000103""","="""""
"=""2p4""","=""3P""","=""2""",5,"=""""","=""27.312""","=""""","=""""","=""007002.000104""","="""""
"=""2p4""","=""3P""","=""1""",3,"=""""","=""27.31""","=""""","=""""","=""007002.000105""","="""""
"=""2p4""","=""3P""","=""0""",1,"=""""","=""27.315""","=""""","=""""","=""007002.000106""","="""""
"=""2s2.2p.5d""","=""1D*""","=""2""",5,"=""""","=""27.337940""","=""""","=""""","=""007002.000107""","="""""
"=""2s2.2p.5d""","=""3D*""","=""1""",3,"=""""","=""""","=""""","=""""","=""007002.000002""","="""""
