Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Level ID,Reference
"=""2s2.2p5.(2P*<3/2>).4f""","=""2[7/2]""","=""3""",7,"=""""","=""20.71490590""","=""""","=""0.00000012""","=""010001.000060""","=""L8826"""
"=""2s2.2p5.(2P*<3/2>).4f""","=""2[7/2]""","=""4""",9,"=""""","=""20.71490663""","=""""","=""0.00000012""","=""010001.000061""","=""L8826"""
"=""2s2.2p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""",3,"=""""","=""20.76108829""","=""""","=""0.00000012""","=""010001.000062""","=""L8826"""
"=""2s2.2p5.(2P*<3/2>).5p""","=""2[1/2]""","=""0""",1,"=""""","=""20.81287950""","=""""","=""0.00000012""","=""010001.000075""","=""L8826"""
"=""2s2.2p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""",7,"=""""","=""20.77467615""","=""""","=""0.00000012""","=""010001.000063""","=""L8826"""
"=""2s2.2p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""",5,"=""""","=""20.77866475""","=""""","=""0.00000012""","=""010001.000064""","=""L8826"""
"=""2s2.2p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""",3,"=""""","=""20.78465767""","=""""","=""0.00000012""","=""010001.000065""","=""L8826"""
"=""2s2.2p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""",5,"=""""","=""20.78578203""","=""""","=""0.00000012""","=""010001.000066""","=""L8826"""
"=""2s2.2p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""2""",5,"=""""","=""20.80392497""","=""""","=""0.00000012""","=""010001.000067""","=""L8826"""
"=""2s2.2p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""3""",7,"=""""","=""20.80403974""","=""""","=""0.00000012""","=""010001.000068""","=""L8826"""
"=""2s2.2p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""2""",5,"=""""","=""20.80417004""","=""""","=""0.00000012""","=""010001.000069""","=""L8826"""
"=""2s2.2p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""1""",3,"=""""","=""20.80551122""","=""""","=""0.00000012""","=""010001.000070""","=""L8826"""
"=""2s2.2p5.(2P*<1/2>).4f""","=""2[7/2]""","=""3""",7,"=""""","=""20.81030596""","=""""","=""0.00000012""","=""010001.000071""","=""L8826"""
