element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,ID_i,ID_k,
Be,2,"=""9.456""","=""0.004""","=""9.461""","=""0.004""","=""8a*""","=""""","=""""","=""""",,"=""31935.320""","=""1088900?""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p.(1P*).3p""","=""2P""","=""3/2""",4,4,,"=""""","=""L12158""","=""004002.000003""","=""004002.000171""",
Be,2,"=""9.456""","=""0.004""","=""9.461""","=""0.004""","=""8a*""","=""""","=""""","=""""",,"=""31935.320""","=""1088900?""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p.(1P*).3p""","=""2P""","=""1/2""",4,2,,"=""""","=""L12158""","=""004002.000003""","=""004002.000170""",
Be,2,"=""9.479""","=""0.003""","=""9.478""","=""0.003""","=""21a*""","=""""","=""""","=""""",,"=""31935.320""","=""1087000a""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p.(1P*).3p""","=""2D""","=""5/2""",4,6,,"=""""","=""L12158""","=""004002.000003""","=""004002.000169""",
Be,2,"=""9.479""","=""0.003""","=""9.478""","=""0.003""","=""21a*""","=""""","=""""","=""""",,"=""31935.320""","=""1087000a""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p.(1P*).3p""","=""2D""","=""3/2""",4,4,,"=""""","=""L12158""","=""004002.000003""","=""004002.000168""",
Be,2,"=""9.479""","=""0.003""","=""9.478""","=""0.003""","=""21a*""","=""""","=""""","=""""",,"=""31928.744""","=""1087000a""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p.(1P*).3p""","=""2D""","=""3/2""",2,4,,"=""""","=""L12158""","=""004002.000002""","=""004002.000168""",
Be,2,"=""9.534""","=""0.004""","=""9.534""","=""0.004""","=""8a*""","=""""","=""""","=""""",,"=""31928.744""","=""1080800a""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p.(3P*).3p""","=""2S""","=""1/2""",2,2,,"=""""","=""L12158""","=""004002.000002""","=""004002.000156""",
Be,2,"=""9.534""","=""0.004""","=""9.534""","=""0.004""","=""8a*""","=""""","=""""","=""""",,"=""31935.320""","=""1080800a""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p.(3P*).3p""","=""2S""","=""1/2""",4,2,,"=""""","=""L12158""","=""004002.000003""","=""004002.000156""",
Be,2,"=""9.562""","=""0.005""","=""9.562""","=""0.005""","=""20a*""","=""""","=""""","=""""",,"=""31928.744""","=""1077700a""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2s.(3S).4d""","=""2D""","=""3/2""",2,4,,"=""""","=""L12158""","=""004002.000002""","=""004002.000146""",
Be,2,"=""9.562""","=""0.005""","=""9.562""","=""0.005""","=""20a*""","=""""","=""""","=""""",,"=""31935.320""","=""1077700a""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2s.(3S).4d""","=""2D""","=""3/2""",4,4,,"=""""","=""L12158""","=""004002.000003""","=""004002.000146""",
Be,2,"=""9.562""","=""0.005""","=""9.562""","=""0.005""","=""20a*""","=""""","=""""","=""""",,"=""31935.320""","=""1077700a""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2s.(3S).4d""","=""2D""","=""5/2""",4,6,,"=""""","=""L12158""","=""004002.000003""","=""004002.000147""",
Be,2,"=""9.5734""","=""0.002""","=""9.5730""","=""0.0020""","=""25a*""","=""""","=""""","=""""",,"=""0.000""","=""1044600a""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.2s.(3S).3p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L12158""","=""004002.000001""","=""004002.000101""",
Be,2,"=""9.5734""","=""0.002""","=""9.5730""","=""0.0020""","=""25a*""","=""""","=""""","=""""",,"=""0.000""","=""1044600a""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.2s.(3S).3p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L12158""","=""004002.000001""","=""004002.000100""",
Be,2,"=""9.577""","=""0.003""","=""9.577""","=""0.003""","=""20a*""","=""""","=""""","=""""",,"=""31935.320""","=""1076100a""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p.(3P*).3p""","=""2D""","=""5/2""",4,6,,"=""""","=""L12158""","=""004002.000003""","=""004002.000143""",
Be,2,"=""9.577""","=""0.003""","=""9.577""","=""0.003""","=""20a*""","=""""","=""""","=""""",,"=""31928.744""","=""1076100a""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p.(3P*).3p""","=""2D""","=""3/2""",2,4,,"=""""","=""L12158""","=""004002.000002""","=""004002.000142""",
Be,2,"=""9.577""","=""0.003""","=""9.577""","=""0.003""","=""20a*""","=""""","=""""","=""""",,"=""31935.320""","=""1076100a""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p.(3P*).3p""","=""2D""","=""3/2""",4,4,,"=""""","=""L12158""","=""004002.000003""","=""004002.000142""",
Be,2,"=""9.602""","=""0.007""","=""9.601""","=""0.007""","=""5a*""","=""""","=""""","=""""",,"=""31935.320""","=""1073500a""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2s.(1S).3d""","=""2D""","=""3/2""",4,4,,"=""""","=""L12158""","=""004002.000003""","=""004002.000132""",
Be,2,"=""9.602""","=""0.007""","=""9.601""","=""0.007""","=""5a*""","=""""","=""""","=""""",,"=""31935.320""","=""1073500a""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2s.(1S).3d""","=""2D""","=""5/2""",4,6,,"=""""","=""L12158""","=""004002.000003""","=""004002.000133""",
Be,2,"=""9.602""","=""0.007""","=""9.601""","=""0.007""","=""5a*""","=""""","=""""","=""""",,"=""31928.744""","=""1073500a""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2s.(1S).3d""","=""2D""","=""3/2""",2,4,,"=""""","=""L12158""","=""004002.000002""","=""004002.000132""",
Be,2,"=""9.625""","=""0.004""","=""9.625""","=""0.004""","=""15a*""","=""""","=""""","=""""",,"=""31928.744""","=""1070900""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p.(3P*).3p""","=""2P""","=""3/2""",2,4,,"=""""","=""L12158""","=""004002.000002""","=""004002.000122""",
Be,2,"=""9.625""","=""0.004""","=""9.625""","=""0.004""","=""15a*""","=""""","=""""","=""""",,"=""31928.744""","=""1070900""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p.(3P*).3p""","=""2P""","=""1/2""",2,2,,"=""""","=""L12158""","=""004002.000002""","=""004002.000121""",
Be,2,"=""9.625""","=""0.004""","=""9.625""","=""0.004""","=""15a*""","=""""","=""""","=""""",,"=""31935.320""","=""1070900""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p.(3P*).3p""","=""2P""","=""3/2""",4,4,,"=""""","=""L12158""","=""004002.000003""","=""004002.000122""",
Be,2,"=""9.625""","=""0.004""","=""9.625""","=""0.004""","=""15a*""","=""""","=""""","=""""",,"=""31935.320""","=""1070900""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p.(3P*).3p""","=""2P""","=""1/2""",4,2,,"=""""","=""L12158""","=""004002.000003""","=""004002.000121""",
Be,1,"=""9.629""","=""0.005""","=""9.629""","=""0.005""","=""a,B""","=""""","=""""","=""""",,"=""0.0000""","=""1038500a""","=""1s2.2s2""","=""1S""","=""0""","=""1s.(2S).2s.2p.(1P*).4s""","=""1P*""","=""1""",1,3,,"=""""","=""L2305""","=""004001.000001""","=""004001.000213""",
Be,1,"=""9.724""","=""0.005""","=""9.724""","=""0.005""","=""a,B""","=""""","=""""","=""""",,"=""0.0000""","=""1028400?a""","=""1s2.2s2""","=""1S""","=""0""","=""1s.(2S).2s.2p.(1P*).3d?""","=""1P*?""","=""1""",1,3,,"=""""","=""L2305""","=""004001.000001""","=""004001.000210""",
Be,1,"=""9.744""","=""0.005""","=""9.744""","=""0.005""","=""3a,B""","=""""","=""""","=""""",,"=""0.0000""","=""1026300a""","=""1s2.2s2""","=""1S""","=""0""","=""1s.(2S).2s.2p.(1P*).3s""","=""1P*""","=""1""",1,3,,"=""""","=""L2305""","=""004001.000001""","=""004001.000209""",
Be,1,"=""9.786""","=""0.005""","=""9.786""","=""0.005""","=""5a,B""","=""""","=""""","=""""",,"=""0.0000""","=""1021900?a""","=""1s2.2s2""","=""1S""","=""0""","=""1s.(2S).2s.2p.(3P*).4s?""","=""1P*?""","=""1""",1,3,,"=""""","=""L2305""","=""004001.000001""","=""004001.000208""",
Be,2,"=""9.788""","=""0.004""","=""9.788""","=""0.004""","=""7a*""","=""""","=""""","=""""",,"=""31928.744""","=""1053600a""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2s.(3S).3d""","=""2D""","=""3/2""",2,4,,"=""""","=""L12158""","=""004002.000002""","=""004002.000106""",
Be,2,"=""9.788""","=""0.004""","=""9.788""","=""0.004""","=""7a*""","=""""","=""""","=""""",,"=""31935.320""","=""1053600a""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2s.(3S).3d""","=""2D""","=""5/2""",4,6,,"=""""","=""L12158""","=""004002.000003""","=""004002.000107""",
Be,2,"=""9.788""","=""0.004""","=""9.788""","=""0.004""","=""7a*""","=""""","=""""","=""""",,"=""31935.320""","=""1053600a""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2s.(3S).3d""","=""2D""","=""3/2""",4,4,,"=""""","=""L12158""","=""004002.000003""","=""004002.000106""",
Be,1,"=""9.797""","=""0.005""","=""9.797""","=""0.005""","=""a,B""","=""""","=""""","=""""",,"=""0.0000""","=""1020700?""","=""1s2.2s2""","=""1S""","=""0""","=""1s.(2S).2s.2p.(3P*).4d?""","=""1P*?""","=""1""",1,3,,"=""""","=""L2305""","=""004001.000001""","=""004001.000207""",
Be,1,"=""9.866""","=""0.005""","=""9.866""","=""0.005""","=""a,B""","=""""","=""""","=""""",,"=""0.0000""","=""1013600?""","=""1s2.2s2""","=""1S""","=""0""","=""1s.(2S).2s.2p.(3P*).3d?""","=""1P*?""","=""1""",1,3,,"=""""","=""L2305""","=""004001.000001""","=""004001.000206""",
Be,1,"=""9.907""","=""0.010""","=""9.907""","=""0.010""","=""5a,B""","=""""","=""""","=""""",,"=""0.0000""","=""1009400a""","=""1s2.2s2""","=""1S""","=""0""","=""1s.(2S).2s.2p.(3P*).3s""","=""1P*""","=""1""",1,3,,"=""""","=""L2305""","=""004001.000001""","=""004001.000205""",
Be,2,"=""10.055""","=""0.003""","=""10.055""","=""0.003""","=""25*""","=""""","=""""","=""""",,"=""98055.10""","=""1092600a?""","=""1s2.3d""","=""2D""","=""5/2""","=""1s.2p.(1P*).3d""","=""2F*""","=""7/2""",6,8,,"=""""","=""L12158""","=""004002.000008""","=""004002.000175""",
Be,2,"=""10.055""","=""0.003""","=""10.055""","=""0.003""","=""25*""","=""""","=""""","=""""",,"=""98055.10""","=""1092600a?""","=""1s2.3d""","=""2D""","=""5/2""","=""1s.2p.(1P*).3d""","=""2F*""","=""5/2""",6,6,,"=""""","=""L12158""","=""004002.000008""","=""004002.000174""",
Be,2,"=""10.055""","=""0.003""","=""10.055""","=""0.003""","=""25*""","=""""","=""""","=""""",,"=""98054.57""","=""1092600a?""","=""1s2.3d""","=""2D""","=""3/2""","=""1s.2p.(1P*).3d""","=""2F*""","=""5/2""",4,6,,"=""""","=""L12158""","=""004002.000007""","=""004002.000174""",
Be,2,"=""10.055""","=""0.003""","=""10.0563""","=""0.0010""","=""25*""","=""""","=""""","=""""",,"=""98054.57""","=""1092460""","=""1s2.3d""","=""2D""","=""3/2""","=""1s.2p.(1P*).3d""","=""2D*""","=""5/2""",4,6,,"=""""","=""L12158""","=""004002.000007""","=""004002.000173""",
Be,2,"=""10.055""","=""0.003""","=""10.0563""","=""0.0010""","=""25*""","=""""","=""""","=""""",,"=""98054.57""","=""1092460""","=""1s2.3d""","=""2D""","=""3/2""","=""1s.2p.(1P*).3d""","=""2D*""","=""3/2""",4,4,,"=""""","=""L12158""","=""004002.000007""","=""004002.000172""",
Be,2,"=""10.055""","=""0.003""","=""10.0563""","=""0.0010""","=""25*""","=""""","=""""","=""""",,"=""98055.10""","=""1092460""","=""1s2.3d""","=""2D""","=""5/2""","=""1s.2p.(1P*).3d""","=""2D*""","=""5/2""",6,6,,"=""""","=""L12158""","=""004002.000008""","=""004002.000173""",
Be,2,"=""10.055""","=""0.003""","=""10.0563""","=""0.0010""","=""25*""","=""""","=""""","=""""",,"=""98055.10""","=""1092460""","=""1s2.3d""","=""2D""","=""5/2""","=""1s.2p.(1P*).3d""","=""2D*""","=""3/2""",6,4,,"=""""","=""L12158""","=""004002.000008""","=""004002.000172""",
Be,2,"=""10.0778""","=""0.002""","=""10.0765""","=""0.0020""","=""25a*""","=""""","=""""","=""""",,"=""96495.360""","=""1088900?""","=""1s2.3p""","=""2P*""","=""1/2""","=""1s.2p.(1P*).3p""","=""2P""","=""3/2""",2,4,,"=""""","=""L12158""","=""004002.000005""","=""004002.000171""",
Be,2,"=""10.0778""","=""0.002""","=""10.0765""","=""0.0020""","=""25a*""","=""""","=""""","=""""",,"=""96495.360""","=""1088900?""","=""1s2.3p""","=""2P*""","=""1/2""","=""1s.2p.(1P*).3p""","=""2P""","=""1/2""",2,2,,"=""""","=""L12158""","=""004002.000005""","=""004002.000170""",
Be,2,"=""10.0778""","=""0.002""","=""10.0766""","=""0.0020""","=""25a*""","=""""","=""""","=""""",,"=""96497.288""","=""1088900?""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s.2p.(1P*).3p""","=""2P""","=""3/2""",4,4,,"=""""","=""L12158""","=""004002.000006""","=""004002.000171""",
Be,2,"=""10.0778""","=""0.002""","=""10.0766""","=""0.0020""","=""25a*""","=""""","=""""","=""""",,"=""96497.288""","=""1088900?""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s.2p.(1P*).3p""","=""2P""","=""1/2""",4,2,,"=""""","=""L12158""","=""004002.000006""","=""004002.000170""",
Be,1,"=""10.086""","=""0.005""","=""10.086""","=""0.005""","=""5a,B,bl""","=""""","=""""","=""""",,"=""0.0000""","=""991500a""","=""1s2.2s2""","=""1S""","=""0""","=""1s.2s2.5p?""","=""1P*?""","=""1""",1,3,,"=""""","=""L2305""","=""004001.000001""","=""004001.000197""",
Be,2,"=""10.0949""","=""0.002""","=""10.0959""","=""0.0020""","=""40*""","=""""","=""""","=""""",,"=""96497.288""","=""1087000a""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s.2p.(1P*).3p""","=""2D""","=""5/2""",4,6,,"=""""","=""L12158""","=""004002.000006""","=""004002.000169""",
Be,2,"=""10.0949""","=""0.002""","=""10.0959""","=""0.0020""","=""40*""","=""""","=""""","=""""",,"=""96497.288""","=""1087000a""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s.2p.(1P*).3p""","=""2D""","=""3/2""",4,4,,"=""""","=""L12158""","=""004002.000006""","=""004002.000168""",
Be,2,"=""10.0949""","=""0.002""","=""10.0959""","=""0.0020""","=""40*""","=""""","=""""","=""""",,"=""96495.360""","=""1087000a""","=""1s2.3p""","=""2P*""","=""1/2""","=""1s.2p.(1P*).3p""","=""2D""","=""3/2""",2,4,,"=""""","=""L12158""","=""004002.000005""","=""004002.000168""",
Be,1,"=""10.120""","=""0.002""","=""10.1200""","=""0.0020""","=""6a,B""","=""""","=""""","=""""",,"=""0.0000""","=""988140a""","=""1s2.2s2""","=""1S""","=""0""","=""1s.2s2.4p?""","=""1P*?""","=""1""",1,3,,"=""""","=""L2305""","=""004001.000001""","=""004001.000196""",
Be,2,"=""10.175""","=""0.003""","=""10.175""","=""0.003""","=""10*""","=""""","=""""","=""""",,"=""31928.744""","=""1014700a""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""2S""","=""1/2""",2,2,,"=""""","=""L12158""","=""004002.000002""","=""004002.000094""",
Be,2,"=""10.175""","=""0.003""","=""10.175""","=""0.003""","=""10*""","=""""","=""""","=""""",,"=""31935.320""","=""1014700a""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""2S""","=""1/2""",4,2,,"=""""","=""L12158""","=""004002.000003""","=""004002.000094""",
Be,1,"=""10.213""","=""0.002""","=""10.2130""","=""0.0020""","=""10a,B""","=""""","=""""","=""""",,"=""0.0000""","=""979140a""","=""1s2.2s2""","=""1S""","=""0""","=""1s.2s2.3p""","=""1P*""","=""1""",1,3,,"=""""","=""L2305""","=""004001.000001""","=""004001.000193""",
Be,2,"=""10.235""","=""0.006""","=""10.235""","=""0.006""","=""5w*""","=""""","=""""","=""""",,"=""96497.288""","=""1073500a""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s.2s.(1S).3d""","=""2D""","=""5/2""",4,6,,"=""""","=""L12158""","=""004002.000006""","=""004002.000133""",
Be,2,"=""10.235""","=""0.006""","=""10.235""","=""0.006""","=""5w*""","=""""","=""""","=""""",,"=""96495.360""","=""1073500a""","=""1s2.3p""","=""2P*""","=""1/2""","=""1s.2s.(1S).3d""","=""2D""","=""3/2""",2,4,,"=""""","=""L12158""","=""004002.000005""","=""004002.000132""",
Be,2,"=""10.235""","=""0.006""","=""10.235""","=""0.006""","=""5w*""","=""""","=""""","=""""",,"=""96497.288""","=""1073500a""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s.2s.(1S).3d""","=""2D""","=""3/2""",4,4,,"=""""","=""L12158""","=""004002.000006""","=""004002.000132""",
Be,2,"=""10.249""","=""0.003""","=""10.248""","=""0.003""","=""5*""","=""""","=""""","=""""",,"=""0.000""","=""975800a""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(1P*)""","=""2P*""","=""3/2""",2,4,,"=""""","=""L12158""","=""004002.000001""","=""004002.000086""",
Be,2,"=""10.249""","=""0.003""","=""10.248""","=""0.003""","=""5*""","=""""","=""""","=""""",,"=""0.000""","=""975800a""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(1P*)""","=""2P*""","=""1/2""",2,2,,"=""""","=""L12158""","=""004002.000001""","=""004002.000085""",
Be,2,"=""10.401""","=""0.003""","=""10.4039""","=""0.0010""","=""15*""","=""""","=""""","=""""",,"=""31928.744""","=""993109""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""2P""","=""3/2""",2,4,,"=""""","=""L12158""","=""004002.000002""","=""004002.000093""",
Be,2,"=""10.401""","=""0.003""","=""10.4039""","=""0.0010""","=""15*""","=""""","=""""","=""""",,"=""31928.744""","=""993109""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""2P""","=""1/2""",2,2,,"=""""","=""L12158""","=""004002.000002""","=""004002.000092""",
Be,2,"=""10.401""","=""0.003""","=""10.4039""","=""0.0010""","=""15*""","=""""","=""""","=""""",,"=""31935.320""","=""993109""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""2P""","=""3/2""",4,4,,"=""""","=""L12158""","=""004002.000003""","=""004002.000093""",
Be,2,"=""10.401""","=""0.003""","=""10.4039""","=""0.0010""","=""15*""","=""""","=""""","=""""",,"=""31935.320""","=""993109""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""2P""","=""1/2""",4,2,,"=""""","=""L12158""","=""004002.000003""","=""004002.000092""",
Be,2,"=""10.440""","=""0.003""","=""10.4409""","=""0.0010""","=""50*""","=""""","=""""","=""""",,"=""0.000""","=""957768a""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(3P*)""","=""2P*""","=""3/2""",2,4,,"=""""","=""L12158""","=""004002.000001""","=""004002.000084""",
Be,2,"=""10.440""","=""0.003""","=""10.4409""","=""0.0010""","=""50*""","=""""","=""""","=""""",,"=""0.000""","=""957768a""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(3P*)""","=""2P*""","=""1/2""",2,2,,"=""""","=""L12158""","=""004002.000001""","=""004002.000083""",
Be,2,"=""10.465""","=""0.003""","=""10.4664""","=""0.0010""","=""35*""","=""""","=""""","=""""",,"=""31928.744""","=""987370a""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""2D""","=""3/2""",2,4,,"=""""","=""L12158""","=""004002.000002""","=""004002.000090""",
Be,2,"=""10.465""","=""0.003""","=""10.4664""","=""0.0010""","=""35*""","=""""","=""""","=""""",,"=""31935.320""","=""987370a""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""2D""","=""5/2""",4,6,,"=""""","=""L12158""","=""004002.000003""","=""004002.000091""",
Be,2,"=""10.465""","=""0.003""","=""10.4664""","=""0.0010""","=""35*""","=""""","=""""","=""""",,"=""31935.320""","=""987370a""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""2D""","=""3/2""",4,4,,"=""""","=""L12158""","=""004002.000003""","=""004002.000090""",
Be,1,"=""10.467""","=""0.002""","=""10.467""","=""0.003""","=""a,B*""","=""""","=""""","=""""",,"=""21978.925""","=""977400a""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s.(2S).2s.2p2.(2P)""","=""3P""","=""1""",3,3,,"=""""","=""L2305""","=""004001.000003""","=""004001.000191""",
Be,1,"=""10.467""","=""0.002""","=""10.467""","=""0.003""","=""a,B*""","=""""","=""""","=""""",,"=""21981.26""","=""977400a""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s.(2S).2s.2p2.(2P)""","=""3P""","=""1""",5,3,,"=""""","=""L2305""","=""004001.000004""","=""004001.000191""",
Be,1,"=""10.467""","=""0.002""","=""10.467""","=""0.004""","=""a,B*""","=""""","=""""","=""""",,"=""21978.925""","=""977400a""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s.(2S).2s.2p2.(2P)""","=""3P""","=""0""",3,1,,"=""""","=""L2305""","=""004001.000003""","=""004001.000190""",
Be,1,"=""10.467""","=""0.002""","=""10.467""","=""0.003""","=""a,B*""","=""""","=""""","=""""",,"=""21978.925""","=""977400a""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s.(2S).2s.2p2.(2P)""","=""3P""","=""2""",3,5,,"=""""","=""L2305""","=""004001.000003""","=""004001.000192""",
Be,1,"=""10.467""","=""0.002""","=""10.467""","=""0.003""","=""a,B*""","=""""","=""""","=""""",,"=""21981.26""","=""977400a""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s.(2S).2s.2p2.(2P)""","=""3P""","=""2""",5,5,,"=""""","=""L2305""","=""004001.000004""","=""004001.000192""",
Be,1,"=""10.467""","=""0.002""","=""10.467""","=""0.003""","=""a,B*""","=""""","=""""","=""""",,"=""21978.31""","=""977400a""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s.(2S).2s.2p2.(2P)""","=""3P""","=""1""",1,3,,"=""""","=""L2305""","=""004001.000002""","=""004001.000191""",
Be,1,"=""10.580""","=""0.002""","=""10.5800""","=""0.0020""","=""a,B*""","=""""","=""""","=""""",,"=""21978.925""","=""967160a""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s.(2S).2s.2p2.(2S)""","=""3S""","=""1""",3,3,,"=""""","=""L2305""","=""004001.000003""","=""004001.000189""",
Be,1,"=""10.580""","=""0.002""","=""10.5800""","=""0.0020""","=""a,B*""","=""""","=""""","=""""",,"=""21978.31""","=""967160a""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s.(2S).2s.2p2.(2S)""","=""3S""","=""1""",1,3,,"=""""","=""L2305""","=""004001.000002""","=""004001.000189""",
Be,1,"=""10.580""","=""0.002""","=""10.5800""","=""0.0020""","=""a,B*""","=""""","=""""","=""""",,"=""21981.26""","=""967160a""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s.(2S).2s.2p2.(2S)""","=""3S""","=""1""",5,3,,"=""""","=""L2305""","=""004001.000004""","=""004001.000189""",
Be,1,"=""10.726""","=""0.005""","=""10.726""","=""0.009""","=""10a,B*""","=""""","=""""","=""""",,"=""21978.925""","=""954300a""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s.(2S).2s.2p2.(2D)""","=""3D""","=""2""",3,5,,"=""""","=""L2305""","=""004001.000003""","=""004001.000187""",
Be,1,"=""10.726""","=""0.005""","=""10.726""","=""0.007""","=""10a,B*""","=""""","=""""","=""""",,"=""21978.925""","=""954300a""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s.(2S).2s.2p2.(2D)""","=""3D""","=""1""",3,3,,"=""""","=""L2305""","=""004001.000003""","=""004001.000186""",
Be,1,"=""10.726""","=""0.005""","=""10.726""","=""0.007""","=""10a,B*""","=""""","=""""","=""""",,"=""21978.31""","=""954300a""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s.(2S).2s.2p2.(2D)""","=""3D""","=""1""",1,3,,"=""""","=""L2305""","=""004001.000002""","=""004001.000186""",
Be,1,"=""10.726""","=""0.005""","=""10.726""","=""0.013""","=""10a,B*""","=""""","=""""","=""""",,"=""21981.26""","=""954300a""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s.(2S).2s.2p2.(2D)""","=""3D""","=""3""",5,7,,"=""""","=""L2305""","=""004001.000004""","=""004001.000188""",
Be,1,"=""10.726""","=""0.005""","=""10.726""","=""0.007""","=""10a,B*""","=""""","=""""","=""""",,"=""21981.26""","=""954300a""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s.(2S).2s.2p2.(2D)""","=""3D""","=""1""",5,3,,"=""""","=""L2305""","=""004001.000004""","=""004001.000186""",
