element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,ID_i,ID_k,
He,1,"=""""","=""""","=""5126.555144639""","=""0.000000013""","=""""","=""1.7406e+03""","=""5.6112e-04""","=""-2.20955""",AAA,"=""[195262.722078133]""","=""[197213.349686315]""","=""1s.6g""","=""3G""","=""5""","=""1s.10f""","=""3F*""","=""4""",11,9,,"=""T8636c73""","=""""","=""002001.000064""","=""002001.000168""",
He,1,"=""""","=""""","=""5126.555163128""","=""0.000000013""","=""""","=""2.533e+01""","=""9.980e-06""","=""-4.1558""",AA,"=""[195262.723535674]""","=""[197213.351136821]""","=""1s.6g""","=""3G""","=""3""","=""1s.10f""","=""1F*""","=""3""",7,7,,"=""T8636c73""","=""""","=""002001.000065""","=""002001.000170""",
He,1,"=""""","=""""","=""5126.555547391""","=""0.000000006""","=""""","=""6.3498e+00""","=""2.5019e-06""","=""-4.56034""",AAA,"=""[195262.790444878]""","=""[197213.417899815]""","=""1s.6h""","=""3H*""","=""5""","=""1s.10g""","=""3G""","=""5""",11,11,,"=""T8636c73""","=""""","=""002001.000067""","=""002001.000172""",
He,1,"=""""","=""""","=""5126.556455014""","=""0.000000006""","=""""","=""3.6871e+02""","=""1.1886e-04""","=""-2.88356""",AAA,"=""[195262.790444878]""","=""[197213.417554469]""","=""1s.6h""","=""3H*""","=""5""","=""1s.10g""","=""3G""","=""4""",11,9,,"=""T8636c73""","=""""","=""002001.000067""","=""002001.000171""",
He,1,"=""""","=""""","=""5126.557527521""","=""0.000000013""","=""""","=""1.8310e+03""","=""5.1531e-04""","=""-2.44283""",AAA,"=""[195262.723535674]""","=""[197213.350237182]""","=""1s.6g""","=""3G""","=""3""","=""1s.10f""","=""3F*""","=""2""",7,5,,"=""T8636c73""","=""""","=""002001.000065""","=""002001.000169""",
He,1,"=""""","=""""","=""5126.557745477""","=""0.000000013""","=""""","=""1.6586e+03""","=""5.0828e-04""","=""-2.33965""",AAA,"=""[195262.724518244]""","=""[197213.351136821]""","=""1s.6g""","=""1G""","=""4""","=""1s.10f""","=""1F*""","=""3""",9,7,,"=""T8636c73""","=""""","=""002001.000066""","=""002001.000170""",
He,1,"=""""","=""""","=""5126.558291648""","=""0.000000006""","=""""","=""3.6411e+02""","=""1.2139e-04""","=""-2.80187""",AAA,"=""[195262.791489053]""","=""[197213.417899815]""","=""1s.6h""","=""3H*""","=""6""","=""1s.10g""","=""3G""","=""5""",13,11,,"=""T8636c73""","=""""","=""002001.000068""","=""002001.000172""",
He,1,"=""""","=""""","=""5126.559395510""","=""0.000000006""","=""""","=""7.226e+00""","=""2.847e-06""","=""-4.5914""",AA,"=""[195262.792436815]""","=""[197213.418427564]""","=""1s.6h""","=""3H*""","=""4""","=""1s.10g""","=""1G""","=""4""",9,9,,"=""T8636c73""","=""""","=""002001.000069""","=""002001.000174""",
He,1,"=""""","=""""","=""5126.559748107""","=""0.000000013""","=""""","=""8.9110e+01""","=""3.5110e-05""","=""-3.60947""",AAA,"=""[195262.723535674]""","=""[197213.349392262]""","=""1s.6g""","=""3G""","=""3""","=""1s.10f""","=""3F*""","=""3""",7,7,,"=""T8636c73""","=""""","=""002001.000065""","=""002001.000167""",
He,1,"=""""","=""""","=""5126.559955235""","=""0.000000006""","=""""","=""3.7656e+02""","=""1.1540e-04""","=""-2.98356""",AAA,"=""[195262.792436815]""","=""[197213.418214592]""","=""1s.6h""","=""3H*""","=""4""","=""1s.10g""","=""3G""","=""3""",9,7,,"=""T8636c73""","=""""","=""002001.000069""","=""002001.000173""",
He,1,"=""""","=""""","=""5126.561254136""","=""0.000000006""","=""""","=""3.6925e+02""","=""1.1904e-04""","=""-2.88293""",AAA,"=""[195262.793144011]""","=""[197213.418427564]""","=""1s.6h""","=""1H*""","=""5""","=""1s.10g""","=""1G""","=""4""",11,9,,"=""T8636c73""","=""""","=""002001.000070""","=""002001.000174""",
He,1,"=""""","=""""","=""5126.561557641""","=""0.000000013""","=""""","=""4.277e+01""","=""1.685e-05""","=""-3.8191""",AA,"=""[195262.724518244]""","=""[197213.349686315]""","=""1s.6g""","=""1G""","=""4""","=""1s.10f""","=""3F*""","=""4""",9,9,,"=""T8636c73""","=""""","=""002001.000066""","=""002001.000168""",
He,1,"=""""","=""""","=""5126.561690145""","=""0.000000006""","=""""","=""7.8363e+00""","=""3.0876e-06""","=""-4.55614""",AAA,"=""[195262.792436815]""","=""[197213.417554469]""","=""1s.6h""","=""3H*""","=""4""","=""1s.10g""","=""3G""","=""4""",9,9,,"=""T8636c73""","=""""","=""002001.000069""","=""002001.000171""",
He,1,"=""""","=""""","=""5126.562330461""","=""0.000000013""","=""""","=""1.174e+02""","=""3.597e-05""","=""-3.4898""",AA,"=""[195262.724518244]""","=""[197213.349392262]""","=""1s.6g""","=""1G""","=""4""","=""1s.10f""","=""3F*""","=""3""",9,7,,"=""T8636c73""","=""""","=""002001.000066""","=""002001.000167""",
He,1,"=""""","=""""","=""5126.562641146""","=""0.000000006""","=""""","=""5.974e+00""","=""2.354e-06""","=""-4.5868""",AA,"=""[195262.793144011]""","=""[197213.417899815]""","=""1s.6h""","=""1H*""","=""5""","=""1s.10g""","=""3G""","=""5""",11,11,,"=""T8636c73""","=""""","=""002001.000070""","=""002001.000172""",
He,1,"=""""","=""""","=""5126.71886916""","=""0.00000008""","=""""","=""1.443e+03""","=""4.062e-04""","=""-2.5462""",AA,"=""[195262.421610707]""","=""[197212.986924548]""","=""1s.6f""","=""3F*""","=""3""","=""1s.10d""","=""1D""","=""2""",7,5,,"=""T8636c73""","=""""","=""002001.000059""","=""002001.000166""",
He,1,"=""""","=""""","=""5126.73875915""","=""0.00000008""","=""""","=""4.0845e+03""","=""1.1496e-03""","=""-2.09435""",AAA,"=""[195262.429178233]""","=""[197212.986924548]""","=""1s.6f""","=""1F*""","=""3""","=""1s.10d""","=""1D""","=""2""",7,5,,"=""T8636c73""","=""""","=""002001.000062""","=""002001.000166""",
He,1,"=""""","=""""","=""5127.14886086""","=""0.00000011""","=""""","=""3.6620e+03""","=""1.0309e-03""","=""-2.14170""",AAA,"=""[195262.421610707]""","=""[197212.823339109]""","=""1s.6f""","=""3F*""","=""3""","=""1s.10d""","=""3D""","=""2""",7,5,,"=""T8636c73""","=""""","=""002001.000059""","=""002001.000164""",
He,1,"=""""","=""""","=""5127.14908129""","=""0.00000011""","=""""","=""3.2334e+02""","=""1.2743e-04""","=""-3.04963""",AAA,"=""[195262.421610707]""","=""[197212.823255258]""","=""1s.6f""","=""3F*""","=""3""","=""1s.10d""","=""3D""","=""3""",7,7,,"=""T8636c73""","=""""","=""002001.000059""","=""002001.000163""",
He,1,"=""""","=""""","=""5127.15329952""","=""0.00000011""","=""""","=""5.1141e+03""","=""1.5676e-03""","=""-1.85052""",AAA,"=""[195262.423215351]""","=""[197212.823255258]""","=""1s.6f""","=""3F*""","=""4""","=""1s.10d""","=""3D""","=""3""",9,7,,"=""T8636c73""","=""""","=""002001.000060""","=""002001.000163""",
He,1,"=""""","=""""","=""5127.15668888""","=""0.00000011""","=""""","=""5.5687e+03""","=""1.3168e-03""","=""-2.18152""",AAA,"=""[195262.425766876]""","=""[197212.824517451]""","=""1s.6f""","=""3F*""","=""2""","=""1s.10d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""""","=""002001.000061""","=""002001.000165""",
He,1,"=""""","=""""","=""5127.15978648""","=""0.00000011""","=""""","=""6.1870e+02""","=""2.4383e-04""","=""-2.91394""",AAA,"=""[195262.425766876]""","=""[197212.823339109]""","=""1s.6f""","=""3F*""","=""2""","=""1s.10d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""""","=""002001.000061""","=""002001.000164""",
He,1,"=""""","=""""","=""5127.16000690""","=""0.00000011""","=""""","=""1.2627e+01""","=""6.9669e-06""","=""-4.45799""",AAA,"=""[195262.425766876]""","=""[197212.823255258]""","=""1s.6f""","=""3F*""","=""2""","=""1s.10d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""""","=""002001.000061""","=""002001.000163""",
He,1,"=""""","=""""","=""5127.16875419""","=""0.00000011""","=""""","=""1.288e+03""","=""3.626e-04""","=""-2.5955""",AA,"=""[195262.429178233]""","=""[197212.823339109]""","=""1s.6f""","=""1F*""","=""3""","=""1s.10d""","=""3D""","=""2""",7,5,,"=""T8636c73""","=""""","=""002001.000062""","=""002001.000164""",
He,1,"=""""","=""""","=""5127.16897462""","=""0.00000011""","=""""","=""1.186e+02""","=""4.675e-05""","=""-3.4851""",AA,"=""[195262.429178233]""","=""[197212.823255258]""","=""1s.6f""","=""1F*""","=""3""","=""1s.10d""","=""3D""","=""3""",7,7,,"=""T8636c73""","=""""","=""002001.000062""","=""002001.000163""",
H,1,"=""5128.65""","=""0.08""","=""5128.662""","=""0.006""","=""(450)""","=""3.6881e+04""","=""4.0387e-02""","=""0.46357""",AAA,"=""106632.1681""","=""108581.9945""","=""6""","=""""","=""""","=""10""","=""""","=""""",72,200,,"=""T8637""","=""L7452""","=""001001.001.000063""","=""001001.001.000067""",
Ne,2,"=""5133.549""","=""0.020""","=""5133.550""","=""0.008""","=""10""","=""""","=""""","=""""",,"=""313652.1424""","=""315600.112""","=""2s2.2p4.(3P).6s""","=""4P""","=""3/2""","=""2s2.2p4.(3P).6p""","=""4P*""","=""1/2""",4,2,,"=""""","=""L11301""","=""010002.000183""","=""010002.000195""",
C,2,"=""""","=""""","=""5136.6""","=""0.3""","=""""","=""6.79e+05""","=""5.38e-01""","=""0.031""",B+,"=""173347.94""","=""175294.74""","=""2s2.5s""","=""2S""","=""1/2""","=""2s2.5p""","=""2P*""","=""3/2""",2,4,,"=""T10276""","=""""","=""006002.000031""","=""006002.000033""",
Ne,1,"=""5147.66""","=""0.40""","=""5147.814""","=""0.004""","=""20""","=""""","=""""","=""""",,"=""167559.0633""","=""169501.6353""","=""2s2.2p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).5d""","=""2[7/2]*""","=""4""",7,9,,"=""""","=""L1975""","=""010001.000063""","=""010001.000084""",
C,2,"=""""","=""""","=""5156.2""","=""0.3""","=""""","=""8.64e+05""","=""3.44e-01""","=""-0.16""",B,"=""173347.94""","=""175287.36""","=""2s2.5s""","=""2S""","=""1/2""","=""2s2.5p""","=""2P*""","=""1/2""",2,2,,"=""T7476""","=""""","=""006002.000031""","=""006002.000032""",
He,1,"=""""","=""""","=""5159.2591658""","=""0.0000019""","=""""","=""2.0848e+04""","=""2.7732e-03""","=""-2.07990""",AAA,"=""[195260.07459804]""","=""[197198.33737542]""","=""1s.6d""","=""3D""","=""1""","=""1s.10p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""""","=""002001.000057""","=""002001.000162""",
He,1,"=""""","=""""","=""5159.2624854""","=""0.0000019""","=""""","=""1.5634e+04""","=""3.7433e-03""","=""-1.72778""",AAA,"=""[195260.06913189]""","=""[197198.33066214]""","=""1s.6d""","=""3D""","=""2""","=""1s.10p""","=""3P*""","=""1""",5,3,,"=""T8636c73""","=""""","=""002001.000056""","=""002001.000161""",
He,1,"=""""","=""""","=""5159.2629327""","=""0.0000019""","=""""","=""1.7512e+04""","=""4.9916e-03""","=""-1.45666""",AAA,"=""[195260.06875373]""","=""[197198.33011596]""","=""1s.6d""","=""3D""","=""3""","=""1s.10p""","=""3P*""","=""2""",7,5,,"=""T8636c73""","=""""","=""002001.000055""","=""002001.000160""",
He,1,"=""""","=""""","=""5159.2639393""","=""0.0000019""","=""""","=""3.1269e+03""","=""1.2478e-03""","=""-2.20488""",AAA,"=""[195260.06913189]""","=""[197198.33011596]""","=""1s.6d""","=""3D""","=""2""","=""1s.10p""","=""3P*""","=""2""",5,5,,"=""T8636c73""","=""""","=""002001.000056""","=""002001.000160""",
He,1,"=""""","=""""","=""5159.2770353""","=""0.0000019""","=""""","=""5.2119e+03""","=""2.0798e-03""","=""-2.20485""",AAA,"=""[195260.07459804]""","=""[197198.33066214]""","=""1s.6d""","=""3D""","=""1""","=""1s.10p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""""","=""002001.000057""","=""002001.000161""",
He,1,"=""""","=""""","=""5159.2784891""","=""0.0000019""","=""""","=""2.0848e+02""","=""1.3866e-04""","=""-3.38093""",AAA,"=""[195260.07459804]""","=""[197198.33011596]""","=""1s.6d""","=""3D""","=""1""","=""1s.10p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""""","=""002001.000057""","=""002001.000160""",
He,1,"=""""","=""""","=""5159.742893""","=""0.000006""","=""""","=""6.0761e+04""","=""4.0419e-02""","=""-0.91629""",AAA,"=""[195274.90585994]""","=""[197212.986924548]""","=""1s.6p""","=""1P*""","=""1""","=""1s.10d""","=""1D""","=""2""",3,5,,"=""T8636c73""","=""""","=""002001.000071""","=""002001.000166""",
He,1,"=""""","=""""","=""5160.178443""","=""0.000006""","=""""","=""4.490e+00""","=""2.987e-06""","=""-5.0476""",AA,"=""[195274.90585994]""","=""[197212.823339109]""","=""1s.6p""","=""1P*""","=""1""","=""1s.10d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""""","=""002001.000071""","=""002001.000164""",
Ne,1,"=""5167.80""","=""0.40""","=""5167.859""","=""0.004""","=""20""","=""""","=""""","=""""",,"=""167591.2335""","=""169526.2708""","=""2s2.2p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""2""",5,5,,"=""""","=""L1975""","=""010001.000064""","=""010001.000088""",
H,1,"=""""","=""""","=""5169.282""","=""0.004""","=""""","=""9.8498e+02""","=""2.9062e-03""","=""-0.54544""",AAA,"=""107440.4508""","=""[109374.9555]""","=""7""","=""""","=""""","=""19""","=""""","=""""",98,722,,"=""T8637""","=""""","=""001001.001.000064""","=""001001.001.000076""",
Ne,1,"=""5170.90""","=""0.40""","=""5170.989""","=""0.004""","=""20""","=""""","=""""","=""""",,"=""168355.4583""","=""170289.3243""","=""2s2.2p5.(2P*<1/2>).5p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""2""",3,5,,"=""""","=""L1975""","=""010001.000076""","=""010001.000115""",
Ne,1,"=""5171.94""","=""0.40""","=""5172.013""","=""0.004""","=""20""","=""""","=""""","=""""",,"=""168355.4583""","=""170288.9415""","=""2s2.2p5.(2P*<1/2>).5p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).5d""","=""2[3/2]*""","=""2""",3,5,,"=""""","=""L1975""","=""010001.000076""","=""010001.000114""",
Ne,1,"=""5179.37""","=""0.40""","=""5179.458""","=""0.004""","=""20""","=""""","=""""","=""""",,"=""168358.6202""","=""170289.3243""","=""2s2.2p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""2""",3,5,,"=""""","=""L1975""","=""010001.000077""","=""010001.000115""",
Ne,1,"=""5180.41""","=""0.40""","=""5180.485""","=""0.004""","=""40*""","=""""","=""""","=""""",,"=""168358.6202""","=""170288.9415""","=""2s2.2p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).5d""","=""2[3/2]*""","=""2""",3,5,,"=""""","=""L1975""","=""010001.000077""","=""010001.000114""",
Ne,1,"=""5180.41""","=""0.40""","=""5180.491""","=""0.004""","=""40*""","=""""","=""""","=""""",,"=""166656.5114""","=""168586.8304""","=""2s2.2p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).5p""","=""2[1/2]""","=""0""",3,1,,"=""""","=""L1975""","=""010001.000045""","=""010001.000079""",
O,2,"=""""","=""""","=""5187.95""","=""""","=""""","=""6.96e+03""","=""4.21e-03""","=""-1.773""",D,"=""232527.09""","=""234454.634""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""2D""","=""5/2""",4,6,,"=""T6172""","=""""","=""008002.000052""","=""008002.000064""",
O,2,"=""""","=""""","=""5201.95""","=""""","=""""","=""5.37e+03""","=""4.36e-03""","=""-2.060""",D,"=""232480.44""","=""234402.797""","=""2s2.2p2.(1D).3p""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).3d""","=""2D""","=""3/2""",2,4,,"=""T6172""","=""""","=""008002.000051""","=""008002.000063""",
N,1,"=""""","=""""","=""5212.11""","=""""","=""""","=""2.16e+04""","=""8.80e-03""","=""-1.454""",D+,"=""104859.73""","=""106778.337""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""3/2""",4,4,,"=""u18,LS""","=""""","=""007001.000054""","=""007001.000065""",
O,2,"=""""","=""""","=""5214.74""","=""""","=""""","=""1.06e+03""","=""8.64e-04""","=""-2.762""",B,"=""230609.45""","=""232527.09""","=""2s2.2p2.(1S).3s""","=""2S""","=""1/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""",2,4,,"=""T6172""","=""""","=""008002.000045""","=""008002.000052""",
Ne,1,"=""5232.76""","=""0.40""","=""5232.710""","=""0.004""","=""60*""","=""""","=""""","=""""",,"=""167591.2335""","=""169502.2893""","=""2s2.2p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).5d""","=""2[7/2]*""","=""3""",5,7,,"=""""","=""L1975""","=""010001.000064""","=""010001.000085""",
Ne,1,"=""5232.76""","=""0.40""","=""5232.953""","=""0.004""","=""60*""","=""""","=""""","=""""",,"=""168378.7113""","=""170289.6782""","=""2s2.2p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""3""",5,7,,"=""""","=""L1975""","=""010001.000078""","=""010001.000116""",
He,1,"=""""","=""""","=""5243.406587""","=""0.000008""","=""""","=""7.1005e+04""","=""9.7555e-03""","=""-1.53363""",AAA,"=""[195274.90585994]""","=""[197182.0629406]""","=""1s.6p""","=""1P*""","=""1""","=""1s.10s""","=""1S""","=""0""",3,1,,"=""T8636c73""","=""""","=""002001.000071""","=""002001.000159""",
Li,2,"=""""","=""""","=""5248.3""","=""0.4""","=""""","=""5.6681e+05""","=""3.9011e-01""","=""0.06831""",AAA,"=""[579980.46]""","=""[581885.83]""","=""1s.4s""","=""3S""","=""1""","=""1s.4p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""""","=""003002.000018""","=""003002.000022""",
Li,2,"=""""","=""""","=""5250.3""","=""0.4""","=""""","=""5.6679e+05""","=""2.3423e-01""","=""-0.1532""",AAA,"=""[579980.46]""","=""[581885.11]""","=""1s.4s""","=""3S""","=""1""","=""1s.4p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""""","=""003002.000018""","=""003002.000021""",
Li,2,"=""""","=""""","=""5251.4""","=""0.4""","=""""","=""5.6680e+05""","=""7.8113e-02""","=""-0.63016""",AAA,"=""[579980.46]""","=""[581884.71]""","=""1s.4s""","=""3S""","=""1""","=""1s.4p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""""","=""003002.000018""","=""003002.000020""",
C,1,"=""5256.88""","=""0.03""","=""5256.943""","=""0.014""","=""19000bl""","=""1.38e+05""","=""5.7e-02""","=""-0.54""",C+,"=""83497.58690""","=""85399.833""","=""2s2.2p.4d""","=""1D*""","=""2""","=""2s2.2p.5p""","=""1D""","=""2""",5,5,,"=""T5520""","=""L9405c188""","=""006001.000057""","=""006001.000092""",
H,1,"=""""","=""""","=""5263.685""","=""0.004""","=""""","=""1.3121e+03""","=""3.6028e-03""","=""-0.45214""",AAA,"=""107440.4508""","=""[109340.2604]""","=""7""","=""""","=""""","=""18""","=""""","=""""",98,648,,"=""T8637""","=""""","=""001001.001.000064""","=""001001.001.000075""",
N,1,"=""""","=""""","=""5265.93""","=""""","=""""","=""6.53e+03""","=""1.36e-03""","=""-2.265""",D+,"=""104859.73""","=""106758.731""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""1/2""",4,2,,"=""u18,LS""","=""""","=""007001.000054""","=""007001.000064""",
N,1,"=""""","=""""","=""5280.578""","=""""","=""""","=""2.34e+03""","=""1.96e-03""","=""-2.408""",B,"=""97770.180""","=""99663.912""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""","=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""",2,4,,"=""T5714n""","=""""","=""007001.000037""","=""007001.000040""",
N,1,"=""""","=""""","=""5284.75""","=""""","=""""","=""1.62e+04""","=""1.36e-02""","=""-1.567""",D+,"=""104886.10""","=""106778.337""","=""2s2.2p2.(3P).3d""","=""4P""","=""1/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""3/2""",2,4,,"=""u18,LS""","=""""","=""007001.000056""","=""007001.000065""",
Ne,1,"=""5300.21""","=""0.40""","=""5300.257""","=""0.004""","=""10""","=""""","=""""","=""""",,"=""167639.5697""","=""169526.2708""","=""2s2.2p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""2""",3,5,,"=""""","=""L1975""","=""010001.000065""","=""010001.000088""",
Ne,1,"=""5324.02""","=""0.40""","=""5324.048""","=""0.012""","=""20*""","=""""","=""""","=""""",,"=""169797.1890""","=""171675.459""","=""2s2.2p5.(2P*<3/2>).6p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[7/2]*""","=""4""",7,9,,"=""""","=""L1975""","=""010001.000109""","=""010001.000180""",
Ne,1,"=""5324.02""","=""0.40""","=""5324.109""","=""0.004""","=""20*""","=""""","=""""","=""""",,"=""167648.6382""","=""169526.8869""","=""2s2.2p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""3""",5,7,,"=""""","=""L1975""","=""010001.000066""","=""010001.000089""",
Ne,1,"=""5327.24""","=""0.40""","=""5327.275""","=""0.004""","=""10""","=""1.74e+05""","=""2.47e-02""","=""-1.13""",B,"=""161524.1739""","=""163401.3061""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[1/2]""","=""0""",3,1,,"=""T6976""","=""L1975""","=""010001.000021""","=""010001.000037""",
O,2,"=""""","=""""","=""5331.32""","=""""","=""""","=""1.54e+03""","=""6.56e-04""","=""-2.581""",D,"=""232527.09""","=""234402.797""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""2D""","=""3/2""",4,4,,"=""T6172""","=""""","=""008002.000052""","=""008002.000063""",
N,1,"=""""","=""""","=""5339.675""","=""""","=""""","=""1.24e+04""","=""5.30e-03""","=""-1.674""",C,"=""110447.032""","=""112319.805""","=""2s2.2p2.(3P).4d""","=""2D""","=""3/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""",4,4,,"=""u18,LS""","=""""","=""007001.000104""","=""007001.000134""",
N,1,"=""""","=""""","=""5340.08""","=""""","=""""","=""3.13e+04""","=""1.34e-02""","=""-1.572""",D+,"=""104886.10""","=""106758.731""","=""2s2.2p2.(3P).3d""","=""4P""","=""1/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""1/2""",2,2,,"=""u18,LS""","=""""","=""007001.000056""","=""007001.000064""",
O,2,"=""""","=""""","=""5344.76""","=""""","=""""","=""9.86e+02""","=""4.22e-04""","=""-3.073""",B,"=""230609.45""","=""232480.44""","=""2s2.2p2.(1S).3s""","=""2S""","=""1/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""1/2""",2,2,,"=""T6172""","=""""","=""008002.000045""","=""008002.000051""",
