espectro,Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Leading percentages,Level ID,Reference,Lande
He I,"=""1s.6p""","=""3P*""","=""1""",3.0,"=""[""","=""24.20081577498""","=""]""","=""0.00000000025""",,"=""002001.000053""","=""L22715c200""",
He I,"=""1s.6p""","=""3P*""","=""0""",1.0,"=""[""","=""24.20081970804""","=""]""","=""0.00000000025""",,"=""002001.000054""","=""L22715c200""",
He I,"=""1s.6d""","=""3D""","=""3""",7.0,"=""[""","=""24.209163110443""","=""]""","=""0.000000000016""",,"=""002001.000055""","=""L22715c200,L21466""",
He I,"=""1s.6d""","=""3D""","=""2""",5.0,"=""[""","=""24.209163157329""","=""]""","=""0.000000000016""",,"=""002001.000056""","=""L22715c200,L21466""",
He I,"=""1s.6d""","=""3D""","=""1""",3.0,"=""[""","=""24.209163835045""","=""]""","=""0.000000000016""",,"=""002001.000057""","=""L22715c200,L21466""",
He I,"=""1s.6d""","=""1D""","=""2""",5.0,"=""[""","=""24.209249793955""","=""]""","=""0.000000000012""",,"=""002001.000058""","=""L22715c200,L21466""",
He I,"=""1s.6f""","=""3F*""","=""3""",7.0,"=""[""","=""24.209454827529""","=""]""","=""0.000000000003""",,"=""002001.000059""","=""L22715c200""",
He I,"=""1s.6f""","=""3F*""","=""4""",9.0,"=""[""","=""24.2094550264796""","=""]""","=""0.0000000000021""",,"=""002001.000060""","=""L22715c200""",
He I,"=""1s.6f""","=""3F*""","=""2""",5.0,"=""[""","=""24.209455342828""","=""]""","=""0.000000000003""",,"=""002001.000061""","=""L22715c200""",
He I,"=""1s.6f""","=""1F*""","=""3""",7.0,"=""[""","=""24.2094557657828""","=""]""","=""0.0000000000021""",,"=""002001.000062""","=""L22715c200""",
He I,"=""1s.6g""","=""3G""","=""4""",9.0,"=""[""","=""24.2094918821374""","=""]""","=""0.0000000000009""",,"=""002001.000063""","=""L22715c200""",
He I,"=""1s.6g""","=""3G""","=""5""",11.0,"=""[""","=""24.2094920807421""","=""]""","=""0.0000000000006""",,"=""002001.000064""","=""L22715c200""",
He I,"=""1s.6g""","=""3G""","=""3""",7.0,"=""[""","=""24.2094922614541""","=""]""","=""0.0000000000009""",,"=""002001.000065""","=""L22715c200""",
He I,"=""1s.6g""","=""1G""","=""4""",9.0,"=""[""","=""24.2094923832773""","=""]""","=""0.0000000000006""",,"=""002001.000066""","=""L22715c200""",
He I,"=""1s.6h""","=""3H*""","=""5""",11.0,"=""[""","=""24.2095005571382""","=""]""","=""0.0000000000004""",,"=""002001.000067""","=""L22715c200""",
He I,"=""1s.6h""","=""3H*""","=""6""",13.0,"=""[""","=""24.20950068659936""","=""]""","=""0.00000000000025""",,"=""002001.000068""","=""L22715c200""",
He I,"=""1s.6h""","=""3H*""","=""4""",9.0,"=""[""","=""24.2095008041069""","=""]""","=""0.0000000000004""",,"=""002001.000069""","=""L22715c200""",
He I,"=""1s.6h""","=""1H*""","=""5""",11.0,"=""[""","=""24.20950089178800""","=""]""","=""0.00000000000025""",,"=""002001.000070""","=""L22715c200""",
He I,"=""1s.6p""","=""1P*""","=""1""",3.0,"=""[""","=""24.21100267716""","=""]""","=""0.00000000005""",,"=""002001.000071""","=""L22715c200""",
He I,"=""1s.7s""","=""3S""","=""1""",3.0,"=""[""","=""24.2845660369""","=""]""","=""0.0000000005""",,"=""002001.000072""","=""L22715c200""",
He I,"=""1s.7s""","=""1S""","=""0""",1.0,"=""[""","=""24.2982859057""","=""]""","=""0.0000000005""",,"=""002001.000073""","=""L22715c200""",
He I,"=""1s.7p""","=""3P*""","=""2""",5.0,"=""[""","=""24.30428920147""","=""]""","=""0.00000000016""",,"=""002001.000074""","=""L22715c200""",
He I,"=""1s.7p""","=""3P*""","=""1""",3.0,"=""[""","=""24.30428940164""","=""]""","=""0.00000000016""",,"=""002001.000075""","=""L22715c200""",
He I,"=""1s.7p""","=""3P*""","=""0""",1.0,"=""[""","=""24.30429185947""","=""]""","=""0.00000000016""",,"=""002001.000076""","=""L22715c200""",
He I,"=""1s.7d""","=""3D""","=""3""",7.0,"=""[""","=""24.309540897300""","=""]""","=""0.000000000008""",,"=""002001.000077""","=""L22715c200,L21466""",
He I,"=""1s.7d""","=""3D""","=""2""",5.0,"=""[""","=""24.309540927161""","=""]""","=""0.000000000008""",,"=""002001.000078""","=""L22715c200,L21466""",
He I,"=""1s.7d""","=""3D""","=""1""",3.0,"=""[""","=""24.309541353601""","=""]""","=""0.000000000008""",,"=""002001.000079""","=""L22715c200,L21466""",
He I,"=""1s.7d""","=""1D""","=""2""",5.0,"=""[""","=""24.309597381304""","=""]""","=""0.000000000008""",,"=""002001.000080""","=""L22715c200,L21466""",
He I,"=""1s.7f""","=""3F*""","=""3""",7.0,"=""[""","=""24.3097272911601""","=""]""","=""0.0000000000021""",,"=""002001.000081""","=""L22715c200""",
He I,"=""1s.7f""","=""3F*""","=""4""",9.0,"=""[""","=""24.3097274083893""","=""]""","=""0.0000000000016""",,"=""002001.000082""","=""L22715c200""",
He I,"=""1s.7f""","=""3F*""","=""2""",5.0,"=""[""","=""24.3097276075680""","=""]""","=""0.0000000000021""",,"=""002001.000083""","=""L22715c200""",
He I,"=""1s.7f""","=""1F*""","=""3""",7.0,"=""[""","=""24.3097278970701""","=""]""","=""0.0000000000016""",,"=""002001.000084""","=""L22715c200""",
He I,"=""1s.7g""","=""3G""","=""4""",9.0,"=""[""","=""24.3097511655788""","=""]""","=""0.0000000000006""",,"=""002001.000085""","=""L22715c200""",
He I,"=""1s.7g""","=""3G""","=""5""",11.0,"=""[""","=""24.3097512905603""","=""]""","=""0.0000000000004""",,"=""002001.000086""","=""L22715c200""",
He I,"=""1s.7g""","=""3G""","=""3""",7.0,"=""[""","=""24.3097514043543""","=""]""","=""0.0000000000006""",,"=""002001.000087""","=""L22715c200""",
He I,"=""1s.7g""","=""1G""","=""4""",9.0,"=""[""","=""24.3097514811699""","=""]""","=""0.0000000000004""",,"=""002001.000088""","=""L22715c200""",
He I,"=""1s.7h""","=""3H*""","=""5""",11.0,"=""[""","=""24.30975684089325""","=""]""","=""0.00000000000025""",,"=""002001.000089""","=""L22715c200""",
He I,"=""1s.7h""","=""3H*""","=""6""",13.0,"=""[""","=""24.30975692242005""","=""]""","=""0.00000000000025""",,"=""002001.000090""","=""L22715c200""",
He I,"=""1s.7h""","=""3H*""","=""4""",9.0,"=""[""","=""24.30975699641729""","=""]""","=""0.00000000000025""",,"=""002001.000091""","=""L22715c200""",
He I,"=""1s.7h""","=""1H*""","=""5""",11.0,"=""[""","=""24.30975705163464""","=""]""","=""0.00000000000025""",,"=""002001.000092""","=""L22715c200""",
He I,"=""1s.7i""","=""3I""","=""6""",13.0,"=""[""","=""24.30975862360302""","=""]""","=""0.00000000000025""",,"=""002001.000093""","=""L22715c200""",
He I,"=""1s.7i""","=""3I""","=""7""",15.0,"=""[""","=""24.30975868078527""","=""]""","=""0.00000000000025""",,"=""002001.000094""","=""L22715c200""",
He I,"=""1s.7i""","=""3I""","=""5""",11.0,"=""[""","=""24.30975873289013""","=""]""","=""0.00000000000025""",,"=""002001.000095""","=""L22715c200""",
He I,"=""1s.7i""","=""1I""","=""6""",13.0,"=""[""","=""24.30975877428610""","=""]""","=""0.00000000000025""",,"=""002001.000096""","=""L22715c200""",
He I,"=""1s.7p""","=""1P*""","=""1""",3.0,"=""[""","=""24.31070817873""","=""]""","=""0.00000000003""",,"=""002001.000097""","=""L22715c200""",
He I,"=""1s.8s""","=""3S""","=""1""",3.0,"=""[""","=""24.3581041440""","=""]""","=""0.0000000003""",,"=""002001.000098""","=""L22715c200""",
He I,"=""1s.8s""","=""1S""","=""0""",1.0,"=""[""","=""24.3671800778""","=""]""","=""0.0000000003""",,"=""002001.000099""","=""L22715c200""",
He I,"=""1s.8p""","=""3P*""","=""2""",5.0,"=""[""","=""24.37116588077""","=""]""","=""0.00000000012""",,"=""002001.000100""","=""L22715c200""",
He I,"=""1s.8p""","=""3P*""","=""1""",3.0,"=""[""","=""24.37116601407""","=""]""","=""0.00000000012""",,"=""002001.000101""","=""L22715c200""",
He I,"=""1s.8p""","=""3P*""","=""0""",1.0,"=""[""","=""24.37116765163""","=""]""","=""0.00000000012""",,"=""002001.000102""","=""L22715c200""",
He I,"=""1s.8d""","=""3D""","=""3""",7.0,"=""[""","=""24.374680880069""","=""]""","=""0.000000000008""",,"=""002001.000103""","=""L22715c200,L21466""",
He I,"=""1s.8d""","=""3D""","=""2""",5.0,"=""[""","=""24.374680900214""","=""]""","=""0.000000000008""",,"=""002001.000104""","=""L22715c200,L21466""",
He I,"=""1s.8d""","=""3D""","=""1""",3.0,"=""[""","=""24.374681185743""","=""]""","=""0.000000000008""",,"=""002001.000105""","=""L22715c200,L21466""",
He I,"=""1s.8d""","=""1D""","=""2""",5.0,"=""[""","=""24.374719544511""","=""]""","=""0.000000000004""",,"=""002001.000106""","=""L22715c200,L21466""",
He I,"=""1s.8f""","=""3F*""","=""3""",7.0,"=""[""","=""24.3748069170618""","=""]""","=""0.0000000000012""",,"=""002001.000107""","=""L22715c200""",
He I,"=""1s.8f""","=""3F*""","=""4""",9.0,"=""[""","=""24.3748069921824""","=""]""","=""0.0000000000012""",,"=""002001.000108""","=""L22715c200""",
He I,"=""1s.8f""","=""3F*""","=""2""",5.0,"=""[""","=""24.3748071255995""","=""]""","=""0.0000000000012""",,"=""002001.000109""","=""L22715c200""",
He I,"=""1s.8f""","=""1F*""","=""3""",7.0,"=""[""","=""24.3748073302369""","=""]""","=""0.0000000000012""",,"=""002001.000110""","=""L22715c200""",
He I,"=""1s.8g""","=""3G""","=""4""",9.0,"=""[""","=""24.3748231461435""","=""]""","=""0.0000000000005""",,"=""002001.000111""","=""L22715c200""",
He I,"=""1s.8g""","=""3G""","=""5""",11.0,"=""[""","=""24.3748232298280""","=""]""","=""0.0000000000004""",,"=""002001.000112""","=""L22715c200""",
He I,"=""1s.8g""","=""3G""","=""3""",7.0,"=""[""","=""24.3748233060576""","=""]""","=""0.0000000000005""",,"=""002001.000113""","=""L22715c200""",
He I,"=""1s.8g""","=""1G""","=""4""",9.0,"=""[""","=""24.3748233575671""","=""]""","=""0.0000000000004""",,"=""002001.000114""","=""L22715c200""",
He I,"=""1s.8h""","=""3H*""","=""5""",11.0,"=""[""","=""24.37482704046834""","=""]""","=""0.00000000000025""",,"=""002001.000115""","=""L22715c200""",
He I,"=""1s.8h""","=""3H*""","=""6""",13.0,"=""[""","=""24.37482709508499""","=""]""","=""0.00000000000025""",,"=""002001.000116""","=""L22715c200""",
He I,"=""1s.8h""","=""3H*""","=""4""",9.0,"=""[""","=""24.37482714465648""","=""]""","=""0.00000000000025""",,"=""002001.000117""","=""L22715c200""",
He I,"=""1s.8h""","=""1H*""","=""5""",11.0,"=""[""","=""24.37482718164840""","=""]""","=""0.00000000000025""",,"=""002001.000118""","=""L22715c200""",
He I,"=""1s.8i""","=""3I""","=""6""",13.0,"=""[""","=""24.37482827854156""","=""]""","=""0.00000000000025""",,"=""002001.000119""","=""L22715c200""",
He I,"=""1s.8i""","=""3I""","=""7""",15.0,"=""[""","=""24.37482831684934""","=""]""","=""0.00000000000025""",,"=""002001.000120""","=""L22715c200""",
He I,"=""1s.8i""","=""3I""","=""5""",11.0,"=""[""","=""24.37482835175535""","=""]""","=""0.00000000000025""",,"=""002001.000121""","=""L22715c200""",
He I,"=""1s.8i""","=""1I""","=""6""",13.0,"=""[""","=""24.37482837948752""","=""]""","=""0.00000000000025""",,"=""002001.000122""","=""L22715c200""",
He I,"=""1s.8k""","=""3K*""","=""7""",15.0,"=""[""","=""24.37482875537896""","=""]""","=""0.00000000000025""",,"=""002001.000123""","=""L22715c200""",
He I,"=""1s.8k""","=""3K*""","=""8""",17.0,"=""[""","=""24.37482878370663""","=""]""","=""0.00000000000025""",,"=""002001.000124""","=""L22715c200""",
He I,"=""1s.8k""","=""3K*""","=""6""",13.0,"=""[""","=""24.37482880965292""","=""]""","=""0.00000000000025""",,"=""002001.000125""","=""L22715c200""",
He I,"=""1s.8k""","=""1K*""","=""7""",15.0,"=""[""","=""24.37482883113740""","=""]""","=""0.00000000000025""",,"=""002001.000126""","=""L22715c200""",
He I,"=""1s.8p""","=""1P*""","=""1""",3.0,"=""[""","=""24.375466697350""","=""]""","=""0.000000000021""",,"=""002001.000127""","=""L22715c200""",
He I,"=""1s.9s""","=""3S""","=""1""",3.0,"=""[""","=""24.40777537914""","=""]""","=""0.00000000021""",,"=""002001.000128""","=""L22715c200""",
He I,"=""1s.9s""","=""1S""","=""0""",1.0,"=""[""","=""24.41408807749""","=""]""","=""0.00000000021""",,"=""002001.000129""","=""L22715c200""",
He I,"=""1s.9p""","=""3P*""","=""2""",5.0,"=""[""","=""24.41686888593""","=""]""","=""0.00000000008""",,"=""002001.000130""","=""L22715c200""",
He I,"=""1s.9p""","=""3P*""","=""1""",3.0,"=""[""","=""24.41686897915""","=""]""","=""0.00000000008""",,"=""002001.000131""","=""L22715c200""",
He I,"=""1s.9p""","=""3P*""","=""0""",1.0,"=""[""","=""24.41687012452""","=""]""","=""0.00000000008""",,"=""002001.000132""","=""L22715c200""",
He I,"=""1s.9d""","=""3D""","=""3""",7.0,"=""[""","=""24.419335565023""","=""]""","=""0.000000000005""",,"=""002001.000133""","=""L22715c200,L21466""",
He I,"=""1s.9d""","=""3D""","=""2""",5.0,"=""[""","=""24.419335579246""","=""]""","=""0.000000000005""",,"=""002001.000134""","=""L22715c200,L21466""",
He I,"=""1s.9d""","=""3D""","=""1""",3.0,"=""[""","=""24.419335779720""","=""]""","=""0.000000000005""",,"=""002001.000135""","=""L22715c200,L21466""",
He I,"=""1s.9d""","=""1D""","=""2""",5.0,"=""[""","=""24.419363117280""","=""]""","=""0.000000000004""",,"=""002001.000136""","=""L22715c200,L21466""",
He I,"=""1s.9f""","=""3F*""","=""3""",7.0,"=""[""","=""24.4194246464065""","=""]""","=""0.0000000000009""",,"=""002001.000137""","=""L22715c200""",
He I,"=""1s.9f""","=""3F*""","=""4""",9.0,"=""[""","=""24.4194246975540""","=""]""","=""0.0000000000009""",,"=""002001.000138""","=""L22715c200""",
He I,"=""1s.9f""","=""3F*""","=""2""",5.0,"=""[""","=""24.4194247912483""","=""]""","=""0.0000000000009""",,"=""002001.000139""","=""L22715c200""",
He I,"=""1s.9f""","=""1F*""","=""3""",7.0,"=""[""","=""24.4194249403235""","=""]""","=""0.0000000000009""",,"=""002001.000140""","=""L22715c200""",
He I,"=""1s.9g""","=""3G""","=""4""",9.0,"=""[""","=""24.4194361579319""","=""]""","=""0.0000000000004""",,"=""002001.000141""","=""L22715c200""",
He I,"=""1s.9g""","=""3G""","=""5""",11.0,"=""[""","=""24.41943621668346""","=""]""","=""0.00000000000025""",,"=""002001.000142""","=""L22715c200""",
He I,"=""1s.9g""","=""3G""","=""3""",7.0,"=""[""","=""24.4194362702203""","=""]""","=""0.0000000000004""",,"=""002001.000143""","=""L22715c200""",
He I,"=""1s.9g""","=""1G""","=""4""",9.0,"=""[""","=""24.41943630642235""","=""]""","=""0.00000000000025""",,"=""002001.000144""","=""L22715c200""",
He I,"=""1s.9h""","=""3H*""","=""5""",11.0,"=""[""","=""24.41943893748148""","=""]""","=""0.00000000000025""",,"=""002001.000145""","=""L22715c200""",
He I,"=""1s.9h""","=""3H*""","=""6""",13.0,"=""[""","=""24.41943897584046""","=""]""","=""0.00000000000025""",,"=""002001.000146""","=""L22715c200""",
He I,"=""1s.9h""","=""3H*""","=""4""",9.0,"=""[""","=""24.41943901065559""","=""]""","=""0.00000000000025""",,"=""002001.000147""","=""L22715c200""",
He I,"=""1s.9h""","=""1H*""","=""5""",11.0,"=""[""","=""24.41943903663648""","=""]""","=""0.00000000000025""",,"=""002001.000148""","=""L22715c200""",
He I,"=""1s.9i""","=""3I""","=""6""",13.0,"=""[""","=""24.41943982810474""","=""]""","=""0.00000000000025""",,"=""002001.000149""","=""L22715c200""",
He I,"=""1s.9i""","=""3I""","=""7""",15.0,"=""[""","=""24.41943985500943""","=""]""","=""0.00000000000025""",,"=""002001.000150""","=""L22715c200""",
He I,"=""1s.9i""","=""3I""","=""5""",11.0,"=""[""","=""24.41943987952483""","=""]""","=""0.00000000000025""",,"=""002001.000151""","=""L22715c200""",
He I,"=""1s.9i""","=""1I""","=""6""",13.0,"=""[""","=""24.41943989900212""","=""]""","=""0.00000000000025""",,"=""002001.000152""","=""L22715c200""",
He I,"=""1s.9k""","=""3K*""","=""7""",15.0,"=""[""","=""24.41944017424606""","=""]""","=""0.00000000000025""",,"=""002001.000153""","=""L22715c200""",
He I,"=""1s.9k""","=""3K*""","=""8""",17.0,"=""[""","=""24.41944019414143""","=""]""","=""0.00000000000025""",,"=""002001.000154""","=""L22715c200""",
He I,"=""1s.9k""","=""3K*""","=""6""",13.0,"=""[""","=""24.41944021236425""","=""]""","=""0.00000000000025""",,"=""002001.000155""","=""L22715c200""",
He I,"=""1s.9k""","=""1K*""","=""7""",15.0,"=""[""","=""24.41944022745362""","=""]""","=""0.00000000000025""",,"=""002001.000156""","=""L22715c200""",
He I,"=""1s.9p""","=""1P*""","=""1""",3.0,"=""[""","=""24.419889314325""","=""]""","=""0.000000000012""",,"=""002001.000157""","=""L22715c200""",
He I,"=""1s.10s""","=""3S""","=""1""",3.0,"=""[""","=""24.44289339729""","=""]""","=""0.00000000016""",,"=""002001.000158""","=""L22715c200""",
He I,"=""1s.10s""","=""1S""","=""0""",1.0,"=""[""","=""24.44746001910""","=""]""","=""0.00000000016""",,"=""002001.000159""","=""L22715c200""",
He I,"=""1s.10p""","=""3P*""","=""2""",5.0,"=""[""","=""24.44947689179""","=""]""","=""0.00000000005""",,"=""002001.000160""","=""L22715c200""",
He I,"=""1s.10p""","=""3P*""","=""1""",3.0,"=""[""","=""24.44947695951""","=""]""","=""0.00000000005""",,"=""002001.000161""","=""L22715c200""",
He I,"=""1s.10p""","=""3P*""","=""0""",1.0,"=""[""","=""24.44947779185""","=""]""","=""0.00000000006""",,"=""002001.000162""","=""L22715c200""",
He I,"=""1s.10d""","=""3D""","=""3""",7.0,"=""[""","=""24.451273812052""","=""]""","=""0.000000000004""",,"=""002001.000163""","=""L22715c200,L21466""",
He I,"=""1s.10d""","=""3D""","=""2""",5.0,"=""[""","=""24.451273822448""","=""]""","=""0.000000000004""",,"=""002001.000164""","=""L22715c200,L21466""",
He I,"=""1s.10d""","=""3D""","=""1""",3.0,"=""[""","=""24.451273968544""","=""]""","=""0.000000000004""",,"=""002001.000165""","=""L22715c200,L21466""",
He I,"=""1s.10d""","=""1D""","=""2""",5.0,"=""[""","=""24.4512941044573""","=""]""","=""0.0000000000025""",,"=""002001.000166""","=""L22715c200,L21466""",
He I,"=""1s.10f""","=""3F*""","=""3""",7.0,"=""[""","=""24.4513390447263""","=""]""","=""0.0000000000007""",,"=""002001.000167""","=""L22715c200""",
He I,"=""1s.10f""","=""3F*""","=""4""",9.0,"=""[""","=""24.4513390811842""","=""]""","=""0.0000000000006""",,"=""002001.000168""","=""L22715c200""",
He I,"=""1s.10f""","=""3F*""","=""2""",5.0,"=""[""","=""24.4513391494830""","=""]""","=""0.0000000000007""",,"=""002001.000169""","=""L22715c200""",
He I,"=""1s.10f""","=""1F*""","=""3""",7.0,"=""[""","=""24.4513392610240""","=""]""","=""0.0000000000005""",,"=""002001.000170""","=""L22715c200""",
He I,"=""1s.10g""","=""3G""","=""4""",9.0,"=""[""","=""24.45134749576287""","=""]""","=""0.00000000000025""",,"=""002001.000171""","=""L22715c200""",
He I,"=""1s.10g""","=""3G""","=""5""",11.0,"=""[""","=""24.45134753858031""","=""]""","=""0.00000000000025""",,"=""002001.000172""","=""L22715c200""",
He I,"=""1s.10g""","=""3G""","=""3""",7.0,"=""[""","=""24.45134757760769""","=""]""","=""0.00000000000025""",,"=""002001.000173""","=""L22715c200""",
He I,"=""1s.10g""","=""1G""","=""4""",9.0,"=""[""","=""24.45134760401285""","=""]""","=""0.00000000000025""",,"=""002001.000174""","=""L22715c200""",
He I,"=""1s.10h""","=""3H*""","=""5""",11.0,"=""[""","=""24.45134954522564""","=""]""","=""0.00000000000025""",,"=""002001.000175""","=""L22715c200""",
He I,"=""1s.10h""","=""3H*""","=""6""",13.0,"=""[""","=""24.45134957318928""","=""]""","=""0.00000000000025""",,"=""002001.000176""","=""L22715c200""",
He I,"=""1s.10h""","=""3H*""","=""4""",9.0,"=""[""","=""24.45134959856946""","=""]""","=""0.00000000000025""",,"=""002001.000177""","=""L22715c200""",
He I,"=""1s.10h""","=""1H*""","=""5""",11.0,"=""[""","=""24.45134961750954""","=""]""","=""0.00000000000025""",,"=""002001.000178""","=""L22715c200""",
He I,"=""1s.10i""","=""3I""","=""6""",13.0,"=""[""","=""24.45135020548303""","=""]""","=""0.00000000000025""",,"=""002001.000179""","=""L22715c200""",
He I,"=""1s.10i""","=""3I""","=""7""",15.0,"=""[""","=""24.45135022509671""","=""]""","=""0.00000000000025""",,"=""002001.000180""","=""L22715c200""",
He I,"=""1s.10i""","=""3I""","=""5""",11.0,"=""[""","=""24.45135024296829""","=""]""","=""0.00000000000025""",,"=""002001.000181""","=""L22715c200""",
He I,"=""1s.10i""","=""1I""","=""6""",13.0,"=""[""","=""24.45135025716733""","=""]""","=""0.00000000000025""",,"=""002001.000182""","=""L22715c200""",
He I,"=""1s.10k""","=""3K*""","=""7""",15.0,"=""[""","=""24.45135046368223""","=""]""","=""0.00000000000025""",,"=""002001.000183""","=""L22715c200""",
He I,"=""1s.10k""","=""3K*""","=""8""",17.0,"=""[""","=""24.45135047818590""","=""]""","=""0.00000000000025""",,"=""002001.000184""","=""L22715c200""",
